,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
19169,23,25200,MORTGAGE,4.0,MEDICAL,A,1200,7.49,0,0.05,N,3
19170,26,45900,RENT,0.0,PERSONAL,B,12000,10.39,0,0.26,N,3
19171,24,70000,OWN,4.0,VENTURE,D,8000,15.95,0,0.11,Y,2
19172,25,67000,RENT,3.0,MEDICAL,A,7000,8.94,0,0.1,N,2
19173,29,36000,RENT,0.0,VENTURE,A,8000,10.99,0,0.22,N,7
19174,25,32000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,8000,10.36,1,0.25,N,2
19175,31,85000,MORTGAGE,14.0,DEBTCONSOLIDATION,A,10400,9.32,0,0.12,N,10
19176,28,83137,MORTGAGE,12.0,MEDICAL,C,3600,14.72,0,0.04,N,9
19177,33,120999,MORTGAGE,7.0,DEBTCONSOLIDATION,C,15200,13.61,0,0.13,Y,7
19178,32,202000,MORTGAGE,7.0,PERSONAL,B,28000,10.59,0,0.14,N,7
19179,27,103000,MORTGAGE,8.0,PERSONAL,A,8800,7.29,0,0.09,N,8
19180,29,63000,RENT,13.0,MEDICAL,A,10000,7.49,0,0.16,N,8
19181,26,100000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,7500,8.32,0,0.07,N,3
19182,32,48000,OWN,5.0,EDUCATION,A,3000,5.79,0,0.06,N,7
19183,23,39600,MORTGAGE,8.0,EDUCATION,A,8250,9.32,0,0.21,N,2
19184,22,35000,OWN,6.0,EDUCATION,A,18500,7.49,0,0.53,N,3
19185,45,42320,MORTGAGE,6.0,HOMEIMPROVEMENT,C,7475,13.49,0,0.18,N,13
19186,22,50000,MORTGAGE,5.0,PERSONAL,B,2000,12.18,0,0.04,N,3
19187,21,12000,RENT,4.0,HOMEIMPROVEMENT,B,4000,10.99,1,0.33,N,3
19188,21,74880,MORTGAGE,5.0,PERSONAL,A,8500,7.14,0,0.11,N,2
19189,26,32000,RENT,1.0,VENTURE,C,7500,13.79,0,0.23,N,3
19190,31,78000,RENT,15.0,EDUCATION,C,10000,14.27,1,0.13,N,10
19191,25,26400,MORTGAGE,5.0,MEDICAL,C,5975,12.99,0,0.23,Y,4
19192,31,90000,MORTGAGE,3.0,HOMEIMPROVEMENT,C,12000,13.48,0,0.13,N,10
19193,21,52000,MORTGAGE,1.0,EDUCATION,C,16000,12.87,0,0.31,N,4
19194,24,72000,RENT,8.0,DEBTCONSOLIDATION,C,16000,13.06,0,0.22,N,4
19195,23,80832,OWN,0.0,MEDICAL,D,15000,15.65,0,0.19,N,2
19196,25,65000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,1200,10.99,0,0.02,N,2
19197,21,33800,RENT,5.0,MEDICAL,B,15000,11.71,1,0.44,N,2
19198,22,29004,RENT,6.0,DEBTCONSOLIDATION,C,6200,15.23,0,0.21,Y,4
19199,23,47000,MORTGAGE,8.0,VENTURE,A,7500,7.51,0,0.16,N,4
19200,45,115000,MORTGAGE,8.0,VENTURE,A,8000,8.94,0,0.07,N,11
19201,24,16000,RENT,2.0,HOMEIMPROVEMENT,C,2600,10.99,1,0.16,Y,2
19202,24,19764,OWN,0.0,VENTURE,C,4800,13.61,1,0.24,Y,3
19203,35,36000,OWN,1.0,VENTURE,B,3925,9.99,0,0.11,N,5
19204,33,45180,MORTGAGE,0.0,VENTURE,A,7000,8.0,0,0.15,N,7
19205,33,53326,RENT,8.0,MEDICAL,D,1200,16.29,1,0.02,N,7
19206,27,60000,RENT,2.0,VENTURE,B,9200,12.42,0,0.15,N,7
19207,22,132000,MORTGAGE,3.0,MEDICAL,A,10000,7.66,0,0.08,N,2
19208,28,39500,RENT,4.0,MEDICAL,B,3600,11.99,0,0.09,N,9
19209,21,27600,OWN,3.0,EDUCATION,C,1000,15.27,0,0.04,Y,2
19210,26,54011,RENT,10.0,EDUCATION,D,9500,16.29,0,0.18,N,2
19211,30,39000,MORTGAGE,13.0,HOMEIMPROVEMENT,C,3000,13.99,1,0.08,Y,10
19212,30,102540,MORTGAGE,6.0,MEDICAL,A,1500,7.9,0,0.01,N,10
19213,27,50000,OWN,3.0,MEDICAL,C,9000,12.53,0,0.18,N,8
19214,23,70000,MORTGAGE,7.0,PERSONAL,A,13000,5.42,0,0.19,N,3
19215,21,15874,RENT,4.0,EDUCATION,B,1500,10.99,0,0.09,N,3
19216,22,30000,MORTGAGE,0.0,VENTURE,B,5000,11.48,0,0.17,N,4
19217,22,49500,RENT,7.0,MEDICAL,C,2500,14.27,0,0.05,Y,2
19218,39,78840,MORTGAGE,18.0,DEBTCONSOLIDATION,B,15000,11.71,0,0.19,N,13
19219,23,39000,RENT,2.0,DEBTCONSOLIDATION,D,1200,15.95,1,0.03,N,2
19220,23,80000,MORTGAGE,6.0,EDUCATION,A,9000,7.49,0,0.11,N,4
19221,29,34000,RENT,2.0,DEBTCONSOLIDATION,B,6400,6.0,0,0.19,N,8
19222,26,75000,MORTGAGE,10.0,HOMEIMPROVEMENT,C,8000,13.92,0,0.11,N,4
19223,27,48100,MORTGAGE,1.0,VENTURE,B,20000,11.89,0,0.42,N,10
19224,23,47004,RENT,3.0,EDUCATION,C,4000,12.53,0,0.09,Y,4
19225,26,33600,RENT,4.0,MEDICAL,D,3300,15.65,0,0.1,N,4
19226,25,39000,RENT,2.0,VENTURE,C,8500,13.23,1,0.22,Y,4
19227,38,45000,RENT,1.0,MEDICAL,C,5000,12.68,0,0.11,Y,13
19228,23,61000,RENT,3.0,EDUCATION,A,2500,7.49,0,0.04,N,3
19229,22,63000,MORTGAGE,2.0,MEDICAL,A,12000,7.66,0,0.19,N,3
19230,23,130000,MORTGAGE,7.0,MEDICAL,C,5000,14.79,0,0.04,Y,3
19231,28,80000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,9000,12.69,0,0.11,N,6
19232,29,35000,RENT,1.0,VENTURE,A,15000,7.9,1,0.43,N,10
19233,27,24000,RENT,0.0,DEBTCONSOLIDATION,C,4000,12.87,0,0.17,N,10
19234,30,79000,RENT,5.0,EDUCATION,F,15000,10.99,0,0.19,N,7
19235,26,81000,RENT,10.0,VENTURE,E,21000,16.95,1,0.26,N,2
19236,31,60775,RENT,4.0,MEDICAL,D,10000,16.49,1,0.14,Y,6
19237,22,25000,OWN,4.0,VENTURE,A,5000,6.03,0,0.2,N,3
19238,36,32642,MORTGAGE,18.0,DEBTCONSOLIDATION,B,8500,11.49,0,0.26,N,12
19239,22,29124,MORTGAGE,0.0,MEDICAL,E,8875,15.68,1,0.3,Y,3
19240,27,39000,OWN,3.0,MEDICAL,A,9600,5.79,0,0.25,N,10
19241,30,62000,RENT,1.0,MEDICAL,C,7000,14.27,0,0.11,Y,5
19242,23,33500,RENT,2.0,EDUCATION,E,2500,15.68,1,0.07,Y,4
19243,22,50000,RENT,0.0,EDUCATION,A,9200,6.92,0,0.18,N,4
19244,21,9600,OWN,5.0,EDUCATION,B,1000,11.14,0,0.1,N,2
19245,21,60000,RENT,3.0,DEBTCONSOLIDATION,B,5600,9.25,0,0.09,N,3
19246,22,24000,MORTGAGE,4.0,EDUCATION,A,1300,5.42,0,0.05,N,3
19247,28,90000,RENT,7.0,VENTURE,C,16000,12.68,0,0.18,N,10
19248,32,30000,RENT,1.0,DEBTCONSOLIDATION,C,13750,12.73,1,0.46,Y,9
19249,35,135000,MORTGAGE,12.0,EDUCATION,C,10000,13.16,0,0.07,Y,7
19250,22,45000,RENT,6.0,MEDICAL,C,9425,13.49,0,0.21,Y,2
19251,21,46000,OWN,5.0,VENTURE,D,10000,14.74,0,0.22,Y,3
19252,28,42000,RENT,9.0,MEDICAL,D,12250,14.59,1,0.29,N,10
19253,22,50004,MORTGAGE,6.0,VENTURE,D,7200,10.99,0,0.14,Y,2
19254,26,35500,RENT,10.0,DEBTCONSOLIDATION,D,8400,17.27,1,0.24,N,4
19255,23,33600,MORTGAGE,4.0,DEBTCONSOLIDATION,C,4000,14.79,0,0.12,N,2
19256,31,36000,RENT,4.0,EDUCATION,B,12000,10.36,1,0.33,N,8
19257,25,60000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,3000,5.99,0,0.05,N,4
19258,25,53000,MORTGAGE,9.0,VENTURE,C,12375,13.49,0,0.23,Y,3
19259,26,24000,RENT,5.0,MEDICAL,A,6000,8.9,0,0.25,N,3
19260,41,225000,MORTGAGE,13.0,HOMEIMPROVEMENT,D,35000,15.62,0,0.16,N,14
19261,41,62903,MORTGAGE,4.0,MEDICAL,B,9600,10.0,1,0.13,N,12
19262,26,65000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,17000,9.91,0,0.26,N,2
19263,42,37000,RENT,0.0,EDUCATION,C,15200,14.26,1,0.41,Y,16
19264,39,70000,MORTGAGE,7.0,VENTURE,A,12500,7.9,0,0.18,N,13
19265,23,75000,RENT,4.0,VENTURE,A,5000,7.49,0,0.07,N,4
19266,27,26237,RENT,0.0,MEDICAL,C,12000,13.22,1,0.46,N,7
19267,24,54000,RENT,3.0,MEDICAL,A,8000,8.07,0,0.15,N,4
19268,25,93000,RENT,3.0,EDUCATION,B,12000,10.99,0,0.13,N,3
19269,27,65000,RENT,11.0,HOMEIMPROVEMENT,C,6000,14.65,0,0.09,Y,7
19270,23,90000,MORTGAGE,5.0,PERSONAL,B,6000,11.89,0,0.07,N,4
19271,23,80000,RENT,2.0,MEDICAL,C,16000,13.85,0,0.2,N,3
19272,23,58000,RENT,4.0,EDUCATION,B,8000,10.37,0,0.14,N,2
19273,47,86000,RENT,0.0,HOMEIMPROVEMENT,C,9000,12.87,1,0.1,N,13
19274,22,50000,OWN,3.0,VENTURE,A,6000,8.94,0,0.12,N,4
19275,29,61200,MORTGAGE,4.0,HOMEIMPROVEMENT,A,17000,6.03,0,0.28,N,10
19276,32,42000,MORTGAGE,3.0,VENTURE,A,9000,7.74,0,0.21,N,8
19277,37,63000,RENT,1.0,DEBTCONSOLIDATION,A,14900,9.63,0,0.24,N,13
19278,23,70000,MORTGAGE,1.0,PERSONAL,B,5000,11.12,0,0.07,N,3
19279,22,65004,MORTGAGE,5.0,VENTURE,A,12500,6.03,0,0.19,N,4
19280,23,70800,MORTGAGE,6.0,EDUCATION,D,9600,10.99,0,0.14,N,4
19281,33,34000,RENT,3.0,VENTURE,C,9000,14.17,1,0.26,Y,10
19282,24,38000,RENT,0.0,PERSONAL,B,12000,11.89,1,0.32,N,3
19283,27,51600,RENT,12.0,EDUCATION,A,6000,8.49,0,0.12,N,6
19284,30,40000,RENT,8.0,VENTURE,A,2500,5.79,0,0.06,N,8
19285,30,46800,RENT,7.0,EDUCATION,C,11200,13.98,1,0.24,Y,7
19286,24,144000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,8000,14.72,0,0.06,N,4
19287,42,32004,RENT,1.0,DEBTCONSOLIDATION,A,2500,7.49,1,0.08,N,17
19288,24,80000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,5550,8.49,0,0.07,N,2
19289,32,52000,MORTGAGE,1.0,VENTURE,A,1000,6.99,0,0.02,N,7
19290,33,53000,RENT,6.0,HOMEIMPROVEMENT,B,2500,9.99,0,0.05,N,7
19291,35,45996,MORTGAGE,0.0,VENTURE,D,15000,14.42,0,0.33,Y,7
19292,26,33600,RENT,6.0,MEDICAL,F,1500,19.41,0,0.04,N,4
19293,25,80000,RENT,3.0,VENTURE,B,10000,11.12,0,0.13,N,3
19294,22,65000,MORTGAGE,0.0,PERSONAL,A,7200,8.9,0,0.11,N,2
19295,22,38000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,6000,7.51,0,0.16,N,4
19296,33,50000,RENT,1.0,DEBTCONSOLIDATION,A,9000,7.51,0,0.18,N,5
19297,38,66000,RENT,1.0,PERSONAL,D,10000,15.99,1,0.15,Y,12
19298,26,50000,RENT,10.0,PERSONAL,B,18950,10.99,1,0.38,N,3
19299,36,34000,RENT,2.0,PERSONAL,C,6000,13.57,0,0.18,N,16
19300,29,58000,OTHER,0.0,HOMEIMPROVEMENT,B,14000,11.83,0,0.24,N,8
19301,32,120000,MORTGAGE,7.0,PERSONAL,D,28250,16.77,0,0.24,Y,9
19302,23,65000,RENT,3.0,EDUCATION,C,5000,13.47,0,0.08,Y,2
19303,24,40000,RENT,1.0,EDUCATION,C,15000,12.87,1,0.38,Y,3
19304,30,185000,MORTGAGE,8.0,VENTURE,B,15000,10.99,0,0.08,N,7
19305,22,79000,RENT,3.0,DEBTCONSOLIDATION,A,10000,7.88,0,0.13,N,2
19306,31,20400,RENT,0.0,MEDICAL,B,6225,9.76,1,0.31,N,9
19307,22,70550,RENT,6.0,MEDICAL,D,15000,16.77,1,0.18,Y,2
19308,28,55000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,22000,10.99,0,0.4,N,10
19309,31,65000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,10000,13.61,0,0.15,N,6
19310,22,28800,OWN,2.0,EDUCATION,D,10000,16.49,0,0.35,Y,2
19311,25,68000,MORTGAGE,3.0,HOMEIMPROVEMENT,D,6500,16.29,0,0.1,Y,3
19312,27,54400,MORTGAGE,4.0,MEDICAL,D,15000,15.65,1,0.23,Y,9
19313,26,62000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,8400,6.62,0,0.14,N,4
19314,23,42000,RENT,4.0,EDUCATION,C,2500,13.61,0,0.06,N,4
19315,22,75000,RENT,6.0,VENTURE,A,12000,10.99,0,0.16,N,3
19316,25,225000,RENT,9.0,EDUCATION,D,12000,16.49,0,0.05,N,2
19317,23,40000,MORTGAGE,3.0,VENTURE,B,4000,9.99,0,0.1,N,4
19318,22,85000,MORTGAGE,0.0,EDUCATION,C,20000,13.49,0,0.24,Y,2
19319,44,57600,RENT,12.0,PERSONAL,A,7000,7.4,0,0.12,N,11
19320,25,175000,RENT,4.0,HOMEIMPROVEMENT,D,10000,15.05,0,0.06,Y,4
19321,35,52000,RENT,2.0,MEDICAL,B,3000,11.48,0,0.06,N,7
19322,25,75600,MORTGAGE,2.0,PERSONAL,A,14500,9.63,0,0.19,N,4
19323,29,65000,MORTGAGE,2.0,MEDICAL,A,4800,10.99,0,0.07,N,5
19324,22,75000,MORTGAGE,6.0,EDUCATION,B,14825,12.69,0,0.2,N,3
19325,24,100000,RENT,6.0,DEBTCONSOLIDATION,A,11000,5.42,0,0.11,N,4
19326,31,135000,MORTGAGE,2.0,MEDICAL,B,20000,11.36,0,0.15,N,9
19327,24,103641,RENT,8.0,VENTURE,B,4800,10.74,0,0.05,N,2
19328,25,57996,RENT,5.0,EDUCATION,B,7400,10.36,0,0.13,N,2
19329,28,72000,RENT,8.0,PERSONAL,B,5000,10.59,0,0.07,N,9
19330,29,30000,RENT,0.0,PERSONAL,B,12000,10.36,1,0.4,N,7
19331,28,81996,RENT,5.0,PERSONAL,C,5000,14.26,0,0.06,N,5
19332,25,65000,MORTGAGE,0.0,VENTURE,A,12000,7.9,0,0.18,N,4
19333,23,36000,RENT,7.0,PERSONAL,B,4000,10.99,1,0.11,N,3
19334,24,49344,MORTGAGE,6.0,DEBTCONSOLIDATION,B,8500,9.99,0,0.17,N,4
19335,38,104800,MORTGAGE,6.0,HOMEIMPROVEMENT,A,14000,6.03,0,0.13,N,11
19336,23,44000,RENT,1.0,EDUCATION,E,13000,18.39,1,0.3,Y,3
19337,25,138000,MORTGAGE,0.0,MEDICAL,B,5000,11.86,0,0.04,N,4
19338,27,65004,OWN,1.0,HOMEIMPROVEMENT,C,12000,12.09,0,0.18,N,7
19339,26,70000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,8000,14.84,0,0.11,N,3
19340,31,56000,RENT,15.0,DEBTCONSOLIDATION,C,3000,14.27,0,0.05,N,6
19341,23,113000,MORTGAGE,4.0,EDUCATION,A,12000,7.66,0,0.11,N,3
19342,36,50000,RENT,2.0,DEBTCONSOLIDATION,A,5500,8.32,0,0.11,N,16
19343,29,80000,OWN,0.0,VENTURE,C,24000,12.87,0,0.3,N,9
19344,36,55000,MORTGAGE,13.0,EDUCATION,A,3000,10.99,0,0.05,N,14
19345,34,46000,RENT,1.0,PERSONAL,B,5850,11.12,0,0.13,N,8
19346,33,68000,MORTGAGE,9.0,EDUCATION,B,2100,12.53,0,0.03,N,9
19347,27,46800,MORTGAGE,4.0,MEDICAL,D,8000,15.7,1,0.17,N,8
19348,32,35004,RENT,3.0,MEDICAL,D,8150,16.49,0,0.23,Y,5
19349,23,51319,MORTGAGE,2.0,VENTURE,B,20000,10.37,0,0.39,N,3
19350,27,50000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,4000,10.99,0,0.08,N,6
19351,23,39000,MORTGAGE,0.0,VENTURE,C,3000,12.53,0,0.08,Y,4
19352,30,31500,RENT,0.0,MEDICAL,C,12250,13.85,1,0.39,N,5
19353,21,32000,RENT,5.0,EDUCATION,A,7200,5.42,0,0.23,N,4
19354,23,54960,MORTGAGE,7.0,EDUCATION,A,5500,6.03,0,0.1,N,3
19355,34,31704,RENT,2.0,VENTURE,B,3000,11.49,0,0.09,N,8
19356,36,51000,MORTGAGE,2.0,MEDICAL,E,10000,15.68,1,0.2,N,16
19357,25,67000,MORTGAGE,0.0,EDUCATION,A,7000,8.63,0,0.1,N,3
19358,26,156000,RENT,2.0,DEBTCONSOLIDATION,B,15000,12.42,0,0.1,N,4
19359,23,40000,MORTGAGE,7.0,VENTURE,B,14000,10.99,0,0.35,N,3
19360,22,36000,OWN,4.0,EDUCATION,A,3250,7.75,0,0.09,N,4
19361,26,135000,MORTGAGE,11.0,EDUCATION,A,6700,6.03,0,0.05,N,4
19362,22,18000,OWN,1.0,HOMEIMPROVEMENT,A,3500,7.49,1,0.19,N,4
19363,21,87500,MORTGAGE,5.0,PERSONAL,C,25000,13.98,0,0.29,Y,3
19364,25,130000,MORTGAGE,9.0,PERSONAL,B,15000,11.89,0,0.12,N,2
19365,27,36400,RENT,5.0,EDUCATION,A,9000,7.49,0,0.25,N,6
19366,47,30000,RENT,6.0,PERSONAL,C,3000,12.23,0,0.1,Y,16
19367,26,103000,MORTGAGE,10.0,EDUCATION,D,5000,14.96,0,0.05,N,4
19368,23,175000,MORTGAGE,5.0,EDUCATION,D,35000,10.99,0,0.2,N,3
19369,26,115000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,15000,12.87,0,0.13,Y,3
19370,21,52240,RENT,5.0,MEDICAL,E,18000,19.69,1,0.34,N,2
19371,22,31200,MORTGAGE,3.0,VENTURE,B,3200,10.99,0,0.1,N,2
19372,23,42000,RENT,7.0,EDUCATION,B,6025,9.63,0,0.14,N,4
19373,33,44000,RENT,6.0,DEBTCONSOLIDATION,D,6000,14.96,1,0.14,N,8
19374,23,85000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,7000,8.63,0,0.08,N,2
19375,22,40000,RENT,0.0,EDUCATION,A,2800,7.49,0,0.07,N,2
19376,24,40560,RENT,5.0,VENTURE,A,8000,7.66,0,0.2,N,2
19377,22,30000,OWN,4.0,PERSONAL,B,5000,11.12,0,0.17,N,2
19378,28,114400,MORTGAGE,0.0,PERSONAL,A,12000,7.29,0,0.1,N,6
19379,23,105999,MORTGAGE,6.0,EDUCATION,B,8550,9.88,0,0.08,N,2
19380,24,48000,MORTGAGE,8.0,MEDICAL,A,10000,7.49,0,0.21,N,3
19381,37,44000,RENT,0.0,VENTURE,E,6000,17.04,1,0.14,Y,17
19382,23,38896,RENT,2.0,PERSONAL,C,7200,13.48,0,0.19,Y,3
19383,29,94000,MORTGAGE,9.0,PERSONAL,A,10000,7.51,0,0.11,N,7
19384,28,108041,MORTGAGE,6.0,EDUCATION,C,5600,13.98,0,0.05,Y,7
19385,31,18240,RENT,0.0,HOMEIMPROVEMENT,A,3200,9.63,1,0.18,N,8
19386,28,30000,RENT,0.0,DEBTCONSOLIDATION,A,10000,9.32,1,0.33,N,7
19387,24,50000,RENT,1.0,MEDICAL,B,18000,12.42,1,0.36,N,4
19388,38,44000,OWN,2.0,VENTURE,B,7000,9.76,0,0.16,N,12
19389,30,55000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,12000,10.38,0,0.22,N,10
19390,35,36000,RENT,5.0,MEDICAL,A,7000,6.91,0,0.19,N,8
19391,31,50000,RENT,9.0,DEBTCONSOLIDATION,A,12000,6.03,0,0.24,N,6
19392,26,64000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,7000,15.95,1,0.11,N,2
19393,30,50000,RENT,5.0,MEDICAL,B,5000,11.14,0,0.1,N,8
19394,34,62900,MORTGAGE,11.0,MEDICAL,A,18000,8.94,1,0.24,N,5
19395,22,54000,RENT,0.0,VENTURE,E,10000,15.95,1,0.19,N,4
19396,26,75000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,21000,11.48,0,0.28,N,4
19397,31,74628,MORTGAGE,12.0,DEBTCONSOLIDATION,C,15000,12.99,0,0.2,N,5
19398,29,35000,RENT,2.0,DEBTCONSOLIDATION,B,2000,9.63,0,0.06,N,8
19399,29,58650,MORTGAGE,5.0,MEDICAL,E,3000,17.19,1,0.04,N,6
19400,33,71000,RENT,0.0,EDUCATION,C,16500,14.72,0,0.23,N,6
19401,36,40000,RENT,2.0,EDUCATION,C,11250,14.27,0,0.28,N,12
19402,26,42000,RENT,3.0,PERSONAL,B,3500,10.74,0,0.08,N,4
19403,26,110000,MORTGAGE,2.0,VENTURE,D,4500,14.84,0,0.04,N,4
19404,23,28800,MORTGAGE,6.0,MEDICAL,B,5000,11.99,0,0.17,N,3
19405,25,259000,MORTGAGE,9.0,HOMEIMPROVEMENT,D,20000,14.42,0,0.08,Y,2
19406,33,75000,OWN,5.0,HOMEIMPROVEMENT,A,17000,6.54,0,0.23,N,5
19407,27,30000,RENT,5.0,EDUCATION,B,12000,11.36,1,0.4,N,9
19408,23,55000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,4000,5.42,0,0.07,N,3
19409,22,60000,MORTGAGE,7.0,VENTURE,B,6000,10.38,0,0.1,N,2
19410,31,201996,MORTGAGE,11.0,EDUCATION,C,20000,10.99,0,0.1,N,10
19411,27,104000,RENT,8.0,HOMEIMPROVEMENT,A,12800,7.29,0,0.12,N,5
19412,24,62472,RENT,2.0,EDUCATION,C,5500,12.73,0,0.09,N,2
19413,37,43200,RENT,5.0,VENTURE,B,18000,8.88,1,0.42,N,16
19414,32,105000,MORTGAGE,11.0,MEDICAL,A,20000,6.54,0,0.19,N,9
19415,25,108000,RENT,5.0,DEBTCONSOLIDATION,E,8000,16.77,1,0.07,N,3
19416,28,125000,MORTGAGE,12.0,PERSONAL,A,30000,7.51,0,0.24,N,5
19417,26,40000,RENT,0.0,DEBTCONSOLIDATION,B,12000,9.99,0,0.3,N,3
19418,23,44000,MORTGAGE,2.0,VENTURE,A,2000,7.4,0,0.05,N,4
19419,32,86004,MORTGAGE,16.0,DEBTCONSOLIDATION,A,8000,5.79,0,0.09,N,5
19420,24,38000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,16000,10.99,0,0.42,N,3
19421,23,43200,RENT,2.0,EDUCATION,D,9100,13.24,1,0.21,N,3
19422,22,37500,RENT,6.0,MEDICAL,B,6000,12.42,0,0.16,N,2
19423,23,47000,MORTGAGE,7.0,MEDICAL,C,16000,14.35,1,0.34,Y,3
19424,24,24000,RENT,5.0,MEDICAL,B,8975,11.83,1,0.37,N,2
19425,22,52000,MORTGAGE,5.0,VENTURE,C,3000,14.35,0,0.06,N,2
19426,29,130000,MORTGAGE,13.0,VENTURE,A,17500,8.94,0,0.13,N,9
19427,28,95000,MORTGAGE,9.0,MEDICAL,C,5000,10.99,0,0.05,Y,7
19428,24,115500,MORTGAGE,8.0,HOMEIMPROVEMENT,A,10000,7.75,0,0.09,N,4
19429,26,159960,MORTGAGE,11.0,HOMEIMPROVEMENT,A,18325,7.49,0,0.11,N,2
19430,31,43000,RENT,15.0,MEDICAL,B,13350,12.42,1,0.31,N,9
19431,22,60000,RENT,5.0,MEDICAL,A,15000,10.99,0,0.25,N,4
19432,29,35000,RENT,4.0,DEBTCONSOLIDATION,C,15000,13.22,1,0.43,N,5
19433,22,36000,OWN,4.0,DEBTCONSOLIDATION,D,5000,14.61,0,0.14,Y,4
19434,24,58033,RENT,4.0,VENTURE,B,8000,10.62,0,0.14,N,2
19435,23,38000,RENT,0.0,DEBTCONSOLIDATION,A,1075,10.99,0,0.03,N,3
19436,30,40000,RENT,2.0,MEDICAL,C,14000,12.73,1,0.35,N,8
19437,23,76000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,9000,10.99,1,0.12,Y,3
19438,31,59000,MORTGAGE,13.0,MEDICAL,B,14000,10.99,0,0.24,N,6
19439,32,86400,RENT,2.0,VENTURE,A,15000,6.03,0,0.17,N,7
19440,23,28000,RENT,8.0,DEBTCONSOLIDATION,A,8000,7.74,0,0.29,N,4
19441,24,75000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,3000,11.11,0,0.04,N,3
19442,34,140004,MORTGAGE,4.0,DEBTCONSOLIDATION,A,12000,10.99,0,0.09,N,8
19443,25,61200,MORTGAGE,9.0,MEDICAL,D,20000,14.74,1,0.28,Y,2
19444,23,26000,RENT,3.0,DEBTCONSOLIDATION,A,2700,7.29,0,0.1,N,3
19445,33,61200,RENT,3.0,MEDICAL,D,7000,14.96,1,0.1,Y,8
19446,22,50000,MORTGAGE,3.0,PERSONAL,B,6000,11.11,0,0.12,N,3
19447,32,40704,MORTGAGE,9.0,HOMEIMPROVEMENT,B,10000,9.63,0,0.25,N,7
19448,27,39000,RENT,4.0,EDUCATION,D,2000,16.07,0,0.05,N,7
19449,25,200000,MORTGAGE,3.0,VENTURE,E,35000,17.14,0,0.17,Y,3
19450,23,28000,OWN,1.0,EDUCATION,C,7500,10.99,0,0.27,N,3
19451,33,50000,RENT,2.0,DEBTCONSOLIDATION,B,14000,10.62,0,0.28,N,9
19452,22,42000,RENT,6.0,DEBTCONSOLIDATION,B,6000,10.65,0,0.14,N,2
19453,34,19200,RENT,12.0,DEBTCONSOLIDATION,B,4750,11.83,1,0.25,N,10
19454,29,50000,RENT,9.0,VENTURE,B,8000,11.71,0,0.16,N,9
19455,53,105000,RENT,1.0,EDUCATION,A,12000,6.91,0,0.11,N,23
19456,34,38000,OWN,1.0,HOMEIMPROVEMENT,A,10000,8.94,0,0.26,N,9
19457,23,24000,MORTGAGE,1.0,DEBTCONSOLIDATION,D,2800,16.07,1,0.12,N,3
19458,27,50000,RENT,5.0,MEDICAL,C,8000,13.43,0,0.16,N,10
19459,22,24000,OWN,3.0,EDUCATION,B,2500,10.59,0,0.1,N,2
19460,25,125000,RENT,0.0,VENTURE,A,15000,10.99,0,0.12,N,3
19461,27,33000,RENT,3.0,MEDICAL,B,12000,10.75,1,0.36,N,5
19462,26,80000,RENT,3.0,VENTURE,A,9000,8.9,0,0.11,N,2
19463,23,36000,RENT,7.0,DEBTCONSOLIDATION,C,1200,13.99,0,0.03,Y,4
19464,24,40000,RENT,1.0,MEDICAL,C,3000,14.22,0,0.07,N,4
19465,22,40000,RENT,1.0,DEBTCONSOLIDATION,A,2800,7.49,0,0.07,N,4
19466,27,51000,MORTGAGE,0.0,EDUCATION,A,7000,7.49,0,0.14,N,6
19467,24,40000,OWN,4.0,MEDICAL,A,1000,7.37,0,0.03,N,2
19468,22,18204,RENT,2.0,DEBTCONSOLIDATION,B,2500,11.89,0,0.14,N,4
19469,22,48000,RENT,1.0,EDUCATION,B,7200,9.62,0,0.15,N,3
19470,30,144600,RENT,14.0,VENTURE,B,24250,10.99,0,0.17,N,6
19471,28,31000,RENT,2.0,PERSONAL,B,3000,10.0,0,0.1,N,7
